# Enlitens AI Processing Log Snapshot - October 29, 2025
# Source: /home/antons-gs/enlitens-ai/logs/logs/enlitens_complete_processing.log
# Total log lines: 48,612 | October 29 entries: 8,668
# Last updated: October 29, 2025 13:21

# === Initial Setup (from start of log) ===
2025-10-29 11:26:25,531 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:26:25,531 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:28:11,498 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:28:11,498 - src.synthesis.ollama_client - INFO - Generated response length: 4461 characters
2025-10-29 11:28:11,499 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:28:11,499 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: 40 validation errors for SocialMediaContent
post_ideas.0
  Input should be a valid string [type=string_type, input_value={'idea': "Real Talk Tuesd...mental health journey?"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.1
  Input should be a valid string [type=string_type, input_value={'idea': 'Science Says: Q...on mental health myths'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.2
  Input should be a valid string [type=string_type, input_value={'idea': "St. Louis Stron...ects our mental health"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.3
  Input should be a valid string [type=string_type, input_value={'idea': 'The 5-Minute Re...en your brain is fried'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.4
  Input should be a valid string [type=string_type, input_value={'idea': "Mental Health M...talk about what's real"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.0
  Input should be a valid string [type=string_type, input_value={'caption': "Hey St. Loui...g #MentalHealthMatters"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.1
  Input should be a valid string [type=string_type, input_value={'caption': "Quick scienc...ion #MentalHealthRebel"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.2
  Input should be a valid string [type=string_type, input_value={'caption': "You're not a...s #MentalHealthJourney"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.3
  Input should be a valid string [type=string_type, input_value={'caption': "Let's break ...Myths #EnlitensStLouis"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.0
  Input should be a valid string [type=string_type, input_value={'quote': "Your brain isn...ammed by life's chaos."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.1
  Input should be a valid string [type=string_type, input_value={'quote': "Mental health ... brain actually works."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.2
  Input should be a valid string [type=string_type, input_value={'quote': "St. Louis, we ...t, we grow, we thrive."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.3
  Input should be a valid string [type=string_type, input_value={'quote': "You don't need... how your brain works."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.4
  Input should be a valid string [type=string_type, input_value={'quote': "Getting help i...and your brain better."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.0
  Input should be a valid string [type=string_type, input_value={'hashtag': '#StLouisStrong'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.1
  Input should be a valid string [type=string_type, input_value={'hashtag': '#MentalHealthMattersSL'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.2
  Input should be a valid string [type=string_type, input_value={'hashtag': '#EnlitensStLouis'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.3
  Input should be a valid string [type=string_type, input_value={'hashtag': '#NeuroscienceForTheRestOfUs'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.4
  Input should be a valid string [type=string_type, input_value={'hashtag': '#RealTalkStLouis'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.5
  Input should be a valid string [type=string_type, input_value={'hashtag': '#MentalHealthRebel'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
story_ideas.0
  Input should be a valid string [type=string_type, input_value={'idea': 'Behind the scen...orking through anxiety'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
story_ideas.1
  Input should be a valid string [type=string_type, input_value={'idea': 'Client spotligh...y understand her brain'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
story_ideas.2
  Input should be a valid string [type=string_type, input_value={'idea': 'Throwback Thurs...he St. Louis community'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
story_ideas.3
  Input should be a valid string [type=string_type, input_value={'idea': 'Ask Me Anything...ut mental health myths'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
story_ideas.4
  Input should be a valid string [type=string_type, input_value={'idea': 'Before & After:...mental health journeys'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
reel_ideas.0
  Input should be a valid string [type=string_type, input_value={'idea': 'Science Snack: ...ion of neuroplasticity'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
reel_ideas.1
  Input should be a valid string [type=string_type, input_value={'idea': 'Real Life Reset...xiety relief technique'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
reel_ideas.2
  Input should be a valid string [type=string_type, input_value={'idea': 'St. Louis Stori...mental health journeys'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
reel_ideas.3
  Input should be a valid string [type=string_type, input_value={'idea': 'Myth Busting: Q... health misconceptions'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
reel_ideas.4
  Input should be a valid string [type=string_type, input_value={'idea': 'Neuroscience in...n-based exercises work'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
carousel_content.0
  Input should be a valid string [type=string_type, input_value={'idea': 'Slide 1: Did yo...h journey begins here.'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
carousel_content.1
  Input should be a valid string [type=string_type, input_value={'idea': "Slide 1: The my...al health differently."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
carousel_content.2
  Input should be a valid string [type=string_type, input_value={'idea': 'Slide 1: St. Lo...ts into the community.'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
carousel_content.3
  Input should be a valid string [type=string_type, input_value={'idea': 'Slide 1: What i...we use it at Enlitens.'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
carousel_content.4
  Input should be a valid string [type=string_type, input_value={'idea': 'Slide 1: Common...t steps with Enlitens.'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
poll_questions.0
  Input should be a valid string [type=string_type, input_value={'question': "What's your... D) Just feeling stuck"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
poll_questions.1
  Input should be a valid string [type=string_type, input_value={'question': 'How do you ...ories D) Live sessions'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
poll_questions.2
  Input should be a valid string [type=string_type, input_value={'question': 'What time o...C) Evenings D) All day'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
poll_questions.3
  Input should be a valid string [type=string_type, input_value={'question': "What's hold...tart D) I'm not broken"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
poll_questions.4
  Input should be a valid string [type=string_type, input_value={'question': "What's more...h D) None of the above"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
2025-10-29 11:28:11,499 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.7
2025-10-29 11:28:11,499 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 11:28:11,499 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:29:32,621 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:29:32,622 - src.synthesis.ollama_client - INFO - Generated response length: 3575 characters
2025-10-29 11:29:32,622 - src.synthesis.ollama_client - INFO - Direct parsing failed, attempting JSON repair
2025-10-29 11:29:32,624 - src.synthesis.ollama_client - INFO - JSON repair successful
2025-10-29 11:29:32,625 - src.synthesis.ollama_client - WARNING - Attempt 2 failed: 29 validation errors for SocialMediaContent
post_ideas.0
  Input should be a valid string [type=string_type, input_value={'idea': 'Mind Moments: Q...ith personal takeaways'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.1
  Input should be a valid string [type=string_type, input_value={'idea': 'Real Talk Threa...lth myths in St. Louis'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.2
  Input should be a valid string [type=string_type, input_value={'idea': 'St. Louis Stron... overcoming challenges'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.3
  Input should be a valid string [type=string_type, input_value={'idea': 'Neurobabe Diari...ent about brain health'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.4
  Input should be a valid string [type=string_type, input_value={'idea': 'Truth or Dare: ...alth stigma with humor'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.5
  Input should be a valid string [type=string_type, input_value={'idea': "The Rebel's Gui... the norm in self-care"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.6
  Input should be a valid string [type=string_type, input_value={'idea': 'Brain Hacks: Pr... for busy St. Louisans'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
post_ideas.7
  Input should be a valid string [type=string_type, input_value={'idea': 'This Old Brain:...ed mental health myths'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.0
  Input should be a valid string [type=string_type, input_value={'caption': "Hey rebels! ...-to anxiety hack? 💬"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.1
  Input should be a valid string [type=string_type, input_value={'caption': "Let's get re...timate rebel act. 💪"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.2
  Input should be a valid string [type=string_type, input_value={'caption': "Truth bomb: ...ategy that works. 💥"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.3
  Input should be a valid string [type=string_type, input_value={'caption': "Hey St. Loui...💡 #NeuroRebelsUnite"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.4
  Input should be a valid string [type=string_type, input_value={'caption': "Let's talk a...to breaking free. 💬"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.5
  Input should be a valid string [type=string_type, input_value={'caption': "You're not b...sion and anxiety. 💥"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.6
  Input should be a valid string [type=string_type, input_value={'caption': "Hey rebels! ...see how it works. 💡"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
captions.7
  Input should be a valid string [type=string_type, input_value={'caption': "Let's flip t...neuro-revolution. 💬"}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.0
  Input should be a valid string [type=string_type, input_value={'quote': "Your brain is ...s give it better data."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.1
  Input should be a valid string [type=string_type, input_value={'quote': "Mental health ...ming and rewriting it."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.2
  Input should be a valid string [type=string_type, input_value={'quote': "You don't need...your brain's software."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.3
  Input should be a valid string [type=string_type, input_value={'quote': "Anxiety isn't ...eaming for a new code."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.4
  Input should be a valid string [type=string_type, input_value={'quote': "Depression isn...ht-or-flight too long."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.5
  Input should be a valid string [type=string_type, input_value={'quote': "You can't outt...brain that serves you."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.6
  Input should be a valid string [type=string_type, input_value={'quote': "Self-care isn'...hat it actually needs."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
quotes.7
  Input should be a valid string [type=string_type, input_value={'quote': "Healing isn't ...each it something new."}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.0
  Input should be a valid string [type=string_type, input_value={'hashtag': '#NeuroRebelsSTL'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.1
  Input should be a valid string [type=string_type, input_value={'hashtag': '#BrainHacks STL'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.2
  Input should be a valid string [type=string_type, input_value={'hashtag': '#RiverfrontMentalHealth'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.3
  Input should be a valid string [type=string_type, input_value={'hashtag': '#LoopLifeBalance'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
hashtags.4
  Input should be a valid string [type=string_type, input_value=['has'], input_type=list]
    For further information visit https://errors.pydantic.dev/2.12/v/string_type
2025-10-29 11:29:32,625 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.7999999999999999
2025-10-29 11:29:32,625 - src.synthesis.ollama_client - INFO - Attempt 3/3 for structured generation
2025-10-29 11:29:32,625 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:30:09,708 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:30:09,709 - src.synthesis.ollama_client - INFO - Generated response length: 2006 characters
2025-10-29 11:30:09,709 - src.synthesis.ollama_client - WARNING - Response may be truncated - generation not complete
2025-10-29 11:30:09,709 - src.synthesis.ollama_client - WARNING - LLM response incomplete (num_predict=4096); retrying with num_predict=6144
2025-10-29 11:30:09,709 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:30:10,927 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:30:10,927 - src.synthesis.ollama_client - INFO - Generated response length: 47 characters
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - WARNING - All 8 list fields are empty - may indicate poor LLM output
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - WARNING - Attempt 3 failed: All list fields are empty - no content generated
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - ERROR - All 3 attempts failed for structured generation
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - ERROR - Final error: All list fields are empty - no content generated
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - ERROR - Full LLM response on final attempt:
{"error": "Clinical data required to proceed."}
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:30:10,928 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:30:31,589 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - INFO - Generated response length: 1094 characters
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - WARNING - All 7 list fields are empty - may indicate poor LLM output
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - WARNING - Attempt 1 failed: All list fields are empty - no content generated
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.7
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - INFO - Attempt 2/3 for structured generation
2025-10-29 11:30:31,590 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:35:10,400 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - INFO - Generated response length: 15476 characters
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - WARNING - All 7 list fields are empty - may indicate poor LLM output
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - WARNING - Attempt 2 failed: All list fields are empty - no content generated
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - INFO - Retrying with temperature 0.7999999999999999
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - INFO - Attempt 3/3 for structured generation
2025-10-29 11:35:10,401 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:35:11,968 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - INFO - Generated response length: 84 characters
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - WARNING - All 7 list fields are empty - may indicate poor LLM output
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - WARNING - Attempt 3 failed: All list fields are empty - no content generated
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - ERROR - All 3 attempts failed for structured generation
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - ERROR - Final error: All list fields are empty - no content generated
2025-10-29 11:35:11,975 - src.synthesis.ollama_client - ERROR - Full LLM response on final attempt:
{"error": "Missing clinical data needed for specific neuroscience therapy content."}
2025-10-29 11:35:11,975 - src.agents.base_agent - INFO - Agent FounderVoiceAgent completed successfully
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - ✅ Agent founder_voice completed successfully
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - 📊 Agent founder_voice result keys: ['marketing_content', 'seo_content', 'website_copy', 'blog_content', 'social_media_content', 'content_creation_ideas', 'agent_name', 'processing_timestamp']
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: context_rag
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'enhanced_data']
2025-10-29 11:35:11,975 - src.agents.base_agent - INFO - Agent ContextRAG starting processing
2025-10-29 11:35:11,975 - src.agents.base_agent - INFO - Agent ContextRAG completed successfully
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - ✅ Agent context_rag completed successfully
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - 📊 Agent context_rag result keys: ['context_enhanced', 'st_louis_relevance', 'regional_context']
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: marketing_seo
2025-10-29 11:35:11,975 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'final_context']
2025-10-29 11:35:11,975 - src.agents.base_agent - INFO - Agent MarketingSEO starting processing
2025-10-29 11:35:11,976 - src.synthesis.ollama_client - INFO - Generating response with model: llama3.1:8b
2025-10-29 11:35:16,153 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:35:16,154 - src.synthesis.ollama_client - INFO - Generated response length: 1222 characters
2025-10-29 11:35:16,185 - src.synthesis.ollama_client - INFO - OllamaClient initialized with base_url: http://localhost:11434 and default_model: qwen3:32b
2025-10-29 11:35:16,185 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:35:16,185 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:35:39,447 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:35:39,447 - src.synthesis.ollama_client - INFO - Generated response length: 985 characters
2025-10-29 11:35:39,447 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:35:39,447 - src.synthesis.ollama_client - INFO - Successfully validated response with 6 keys
2025-10-29 11:35:39,447 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:35:39,447 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:36:13,257 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:36:13,258 - src.synthesis.ollama_client - INFO - Generated response length: 1962 characters
2025-10-29 11:36:13,258 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:36:13,258 - src.synthesis.ollama_client - INFO - Successfully validated response with 5 keys
2025-10-29 11:36:13,258 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:36:13,258 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:36:27,495 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
2025-10-29 11:36:27,495 - src.synthesis.ollama_client - INFO - Generated response length: 559 characters
2025-10-29 11:36:27,495 - src.synthesis.ollama_client - INFO - Direct JSON parsing successful
2025-10-29 11:36:27,495 - src.synthesis.ollama_client - INFO - Successfully validated response with 3 keys
2025-10-29 11:36:27,495 - src.agents.base_agent - INFO - Agent MarketingSEO completed successfully
2025-10-29 11:36:27,495 - src.agents.supervisor_agent - INFO - ✅ Agent marketing_seo completed successfully
2025-10-29 11:36:27,495 - src.agents.supervisor_agent - INFO - 📊 Agent marketing_seo result keys: ['marketing_content', 'seo_content', 'generation_quality', 'schema_org_seo']
2025-10-29 11:36:27,495 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: validation
2025-10-29 11:36:27,495 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results', 'complete_output']
2025-10-29 11:36:27,495 - src.agents.base_agent - INFO - Agent Validation starting processing
2025-10-29 11:36:27,495 - src.agents.base_agent - INFO - Agent Validation completed successfully
2025-10-29 11:36:27,496 - src.agents.supervisor_agent - INFO - ✅ Agent validation completed successfully
2025-10-29 11:36:27,496 - src.agents.supervisor_agent - INFO - 📊 Agent validation result keys: ['quality_scores', 'confidence_scoring', 'final_validation']
2025-10-29 11:36:27,496 - src.agents.supervisor_agent - INFO - ✅ Document ries_2000_research_report_ras_p53_mdm2_p19arf processed successfully in 1918.87s
2025-10-29 11:36:27,496 - __main__ - INFO - ⏱️ Supervisor processing completed in 1918.87s
2025-10-29 11:36:27,496 - __main__ - INFO - 🔄 Converting result to knowledge entry for ries_2000_research_report_ras_p53_mdm2_p19arf
2025-10-29 11:36:27,496 - __main__ - INFO - ✅ Document ries_2000_research_report_ras_p53_mdm2_p19arf processed successfully in 1918.87s
2025-10-29 11:36:27,496 - __main__ - INFO - ✅ Successfully processed: ries_2000_research_report_ras_p53_mdm2_p19arf.pdf
2025-10-29 11:36:27,525 - __main__ - INFO - 💾 Progress saved: 77/344 documents processed
2025-10-29 11:36:27,525 - __main__ - INFO - 📖 Processing file 78/344: Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:36:27,525 - __main__ - INFO - 🧠 Starting multi-agent processing: Girard-Joyal_2022_article_creativity_adhd_presentations
2025-10-29 11:36:27,525 - __main__ - INFO - 📄 Extracting text from PDF: Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:36:27,525 - __main__ - INFO - 📄 Extracting text from: Girard-Joyal_2022_article_creativity_adhd_presentations.pdf (attempt 1)
2025-10-29 11:36:27,526 - src.extraction.enhanced_pdf_extractor - INFO - Starting enhanced extraction for enlitens_corpus/input_pdfs/Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:36:27,527 - docling.datamodel.document - INFO - detected formats: [<InputFormat.PDF: 'pdf'>]
2025-10-29 11:36:27,527 - docling.document_converter - INFO - Going to convert document batch...
2025-10-29 11:36:27,527 - docling.pipeline.base_pipeline - INFO - Processing document Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:36:29,952 - docling.document_converter - INFO - Finished converting document Girard-Joyal_2022_article_creativity_adhd_presentations.pdf in 2.43 sec.
2025-10-29 11:36:29,966 - src.extraction.enhanced_pdf_extractor - INFO - Enhanced extraction completed for enlitens_corpus/input_pdfs/Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:36:29,967 - __main__ - INFO - ✅ Successfully extracted 36333 characters from Girard-Joyal_2022_article_creativity_adhd_presentations.pdf
2025-10-29 11:36:29,967 - __main__ - INFO - ✅ Text extracted successfully: 36333 characters
2025-10-29 11:36:29,967 - __main__ - INFO - 🔧 Creating processing context for Girard-Joyal_2022_article_creativity_adhd_presentations
2025-10-29 11:36:29,967 - src.extraction.enhanced_extraction_tools - INFO - Analyzing 1 client intakes
2025-10-29 11:36:29,970 - src.extraction.enhanced_extraction_tools - INFO - Auto-chunked single text into 8 samples for topic discovery
2025-10-29 11:36:30,054 - src.extraction.enhanced_extraction_tools - ERROR - Error discovering topics: There needs to be more than 1 sample to build nearest the neighbors graph
2025-10-29 11:36:34,404 - src.extraction.enhanced_extraction_tools - INFO - Sentiment analysis completed: compound=1.000
2025-10-29 11:36:44,382 - src.extraction.enhanced_extraction_tools - INFO - Extracted 20 semantic keywords
2025-10-29 11:36:44,385 - src.extraction.enhanced_extraction_tools - INFO - Analyzing 1 founder transcripts
2025-10-29 11:36:44,654 - src.extraction.enhanced_extraction_tools - INFO - Auto-chunked single text into 8 samples for topic discovery
2025-10-29 11:36:44,925 - src.extraction.enhanced_extraction_tools - ERROR - Error discovering topics: There needs to be more than 1 sample to build nearest the neighbors graph
2025-10-29 11:37:58,328 - src.extraction.enhanced_extraction_tools - INFO - Sentiment analysis completed: compound=1.000
2025-10-29 11:38:34,105 - src.extraction.enhanced_extraction_tools - INFO - Extracted 30 semantic keywords
2025-10-29 11:38:34,105 - __main__ - INFO - ✅ Processing context created
2025-10-29 11:38:34,105 - __main__ - INFO - 🚀 Starting supervisor processing for Girard-Joyal_2022_article_creativity_adhd_presentations
2025-10-29 11:38:34,105 - src.agents.supervisor_agent - INFO - 🎯 Supervisor starting document processing: Girard-Joyal_2022_article_creativity_adhd_presentations
2025-10-29 11:38:34,105 - src.agents.supervisor_agent - INFO - 📝 Document text length: 36333 characters
2025-10-29 11:38:34,105 - src.agents.supervisor_agent - INFO - 🔬 Stage 1: Starting science extraction
2025-10-29 11:38:34,105 - src.agents.supervisor_agent - INFO - 🔄 Executing agent: science_extraction
2025-10-29 11:38:34,105 - src.agents.supervisor_agent - INFO - 📋 Agent context keys: ['document_id', 'document_text', 'client_insights', 'founder_insights', 'st_louis_context', 'processing_stage', 'intermediate_results']
2025-10-29 11:38:34,105 - src.agents.base_agent - INFO - Agent ScienceExtraction starting processing
2025-10-29 11:38:34,106 - src.synthesis.ollama_client - INFO - Attempt 1/3 for structured generation
2025-10-29 11:38:34,106 - src.synthesis.ollama_client - INFO - Generating response with model: qwen3:32b
2025-10-29 11:39:21,178 - httpx - INFO - HTTP Request: POST http://localhost:11434/api/generate "HTTP/1.1 200 OK"
